,index,DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
453,23975,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,20q13.12,20,45957384,"PCIF1, ZNF335",ZNF335,,,63925,,,rs3827066-T,rs3827066,0,3827066.0,intron_variant,0.0,0.1437,4e-09,8.397940008672037,,0.0424,[0.028-0.057] unit increase,Affymetrix [at least 7947838] (imputed),N
441,23940,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",20q13.12,20,45957384,"PCIF1, ZNF335",ZNF335,,,63925,,,rs3827066-T,rs3827066,0,3827066.0,intron_variant,0.0,0.1437,3e-09,8.522878745280337,,0.0467,[0.031-0.062] unit increase,NR [8041861] (imputed),N
92,21047,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,7q36.1,7,150993088,NOS3,NOS3,,,4846,,,rs3918226-T,rs3918226,0,3918226.0,intron_variant,0.0,0.0732,1.0000000000000001e-20,20.0,,0.1071,[0.085-0.13] unit increase,Affymetrix [at least 7947838] (imputed),N
90,23816,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",7q36.1,7,150993088,NOS3,NOS3,,,4846,,,rs3918226-T,rs3918226,0,3918226.0,intron_variant,0.0,0.0724,3e-21,20.522878745280334,,0.1219,[0.097-0.147] unit increase,NR [8041861] (imputed),N
91,23648,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",7q36.1,7,150993088,NOS3,NOS3,,,4846,,,rs3918226-T,rs3918226,0,3918226.0,intron_variant,0.0,0.072,3e-21,20.522878745280334,,0.122,[0.097-0.147] unit increase,Affymetrix [7947838] (imputed),N
430,32209,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,7q36.1,7,150993088,NOS3,NOS3,,,4846,,,rs3918226-T,rs3918226,0,3918226.0,intron_variant,0.0,0.06,2e-09,8.698970004336019,(additive model),1.14,[1.09-1.19],"Affymetrix, Illumina [8600000] (imputed)",N
383,23699,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1p34.3,1,37990434,"FHL3, SF3A3",SF3A3 - RNU6-510P,10946.0,106481342.0,,324.0,1028.0,rs4072980-A,rs4072980,0,4072980.0,5_prime_UTR_variant,1.0,0.433,7.000000000000001e-10,9.154901959985743,,0.0353,[0.024-0.046] unit decrease,NR [8041861] (imputed),N
361,21003,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1p34.3,1,37990434,"FHL3, SF3A3",SF3A3 - RNU6-510P,10946.0,106481342.0,,324.0,1028.0,rs4072980-A,rs4072980,0,4072980.0,5_prime_UTR_variant,1.0,0.4303,4e-10,9.397940008672037,,0.0326,[0.022-0.043] unit decrease,Affymetrix [at least 7947838] (imputed),N
483,23968,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,3q25.31,3,157134803,intergenic,LINC00880 - CCNL1,339894.0,57018.0,,11801.0,11699.0,rs4266144-C,rs4266144,0,4266144.0,regulatory_region_variant,1.0,0.6774,1e-08,8.0,,0.0346,[0.023-0.047] unit decrease,Affymetrix [at least 7947838] (imputed),N
546,23530,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",3q25.31,3,157134803,intergenic,LINC00880 - CCNL1,339894.0,57018.0,,11801.0,11699.0,rs4266144-C,rs4266144,0,4266144.0,regulatory_region_variant,1.0,0.674,3e-08,7.522878745280337,,0.038,[0.024-0.052] unit decrease,Affymetrix [7947838] (imputed),N
682,33743,2016-07-08,26089329,Carty CL,2015-06-18,Stroke,www.ncbi.nlm.nih.gov/pubmed/26089329,Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.,Ischemic stroke,"up to 1,365 African American cases, up to 13,154 African American controls","European ancestry individuals (see Traylor, 2012)",15q21.3,15,58259495,"ALDH1A2, AQP9, LIPC",LOC101928635,,,101928635,,,rs4471613-A,rs4471613,0,4471613.0,intron_variant,0.0,0.02,5e-07,6.301029995663981,(AA),0.9,[0.55-1.25] unit increase,"Affymetrix, Illumina [~ 2600000] (imputed)",N
668,33737,2016-07-08,26089329,Carty CL,2015-06-18,Stroke,www.ncbi.nlm.nih.gov/pubmed/26089329,Meta-Analysis of Genome-Wide Association Studies Identifies Genetic Risk Factors for Stroke in African Americans.,Ischemic stroke,"up to 1,365 African American cases, up to 13,154 African American controls","European ancestry individuals (see Traylor, 2012)",15q21.3,15,58259495,"ALDH1A2, AQP9, LIPC",LOC101928635,,,101928635,,,rs4471613-A,rs4471613,0,4471613.0,intron_variant,0.0,0.02,5e-07,6.301029995663981,"(cohort study, AA)",2.47,[1.74-3.50],"Affymetrix, Illumina [~ 2600000] (imputed)",N
166,23761,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",4q31.22,4,147359849,intergenic,MIR548G - RPL31P26,100313938.0,100130537.0,,15132.0,66081.0,rs4593108-C,rs4593108,0,4593108.0,intergenic_variant,1.0,0.8022,7.999999999999999e-15,14.096910013008056,,0.0627,[0.047-0.079] unit increase,NR [8041861] (imputed),N
394,32240,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,4q31.22,4,147359849,EDNRA,MIR548G - RPL31P26,100313938.0,100130537.0,,15132.0,66081.0,rs4593108-C,rs4593108,0,4593108.0,intergenic_variant,1.0,0.795349,9e-10,9.045757490560677,,1.07,[1.05- 1.10],"Affymetrix, Illumina [8600000] (imputed)",N
404,23791,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6q14.1,6,81902554,intergenic,LOC102724168,,,102724168,,,rs4613862-A,rs4613862,0,4613862.0,intron_variant,0.0,0.5333,1e-09,9.0,,0.0345,[0.023-0.046] unit increase,NR [8041861] (imputed),N
385,23977,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,6q14.1,6,81902554,intergenic,LOC102724168,,,102724168,,,rs4613862-A,rs4613862,0,4613862.0,intron_variant,0.0,0.5314,7.000000000000001e-10,9.154901959985743,,0.0319,[0.022-0.042] unit increase,Affymetrix [at least 7947838] (imputed),N
202,23607,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",3q21.2,3,124731234,UMPS,UMPS,,,7372,,,rs4678145-C,rs4678145,0,4678145.0,intron_variant,0.0,0.128,2e-13,12.698970004336019,,0.068,[0.05-0.086] unit increase,Affymetrix [7947838] (imputed),N
172,21035,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,3q21.2,3,124731234,UMPS,UMPS,,,7372,,,rs4678145-C,rs4678145,0,4678145.0,intron_variant,0.0,0.1284,1e-14,14.0,,0.0639,[0.048-0.08] unit increase,Affymetrix [at least 7947838] (imputed),N
798,23832,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",9q22.33,9,97977842,ANP32B,HEMGN - ANP32B,55363.0,10541.0,,32927.0,5365.0,rs4743150-T,rs4743150,0,4743150.0,intergenic_variant,1.0,0.2227,4e-06,5.3979400086720375,,0.0355,[0.02-0.051] unit decrease,NR [8041861] (imputed),N
820,4299,2011-04-11,21378988,The Coronary Artery Disease (C4D) Genetics Consortium,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378988,A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls","18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls",9q22.33,9,97977842,intergenic,HEMGN - ANP32B,55363.0,10541.0,,32927.0,5365.0,rs4743150-?,rs4743150,0,4743150,intergenic_variant,1.0,NR,5e-06,5.301029995663981,,,,Illumina [574919],N
755,44145,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,13q34,13,110308365,"COL4A1, COL4A2",COL4A2,,,1284,,,rs4773144-G,rs4773144,0,4773144.0,intron_variant,0.0,NR,2e-06,5.698970004336019,,1.08,[1.05-1.12],Illumina [575000] (imputed),N
454,4105,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",13q34,13,110308365,"COL4A1, COL4A2",COL4A2,,,1284,,,rs4773144-G,rs4773144,0,4773144,intron_variant,0.0,0.44,4e-09,8.397940008672037,,1.07,[1.05-1.09],"Affymetrix, Illumina [~ 2300000] (imputed)",N
122,23635,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",19q13.2,19,41345604,"B9D2, TGFB1",TGFB1,,,7040,,,rs4803455-A,rs4803455,0,4803455.0,intron_variant,0.0,0.493,4e-17,16.397940008672034,,0.054000000000000006,[0.042-0.066] unit decrease,Affymetrix [7947838] (imputed),N
117,21074,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,19q13.2,19,41345604,"B9D2, TGFB1",TGFB1,,,7040,,,rs4803455-A,rs4803455,0,4803455.0,intron_variant,0.0,0.4954,2e-17,16.69897000433602,,0.0484,[0.037-0.06] unit decrease,Affymetrix [at least 7947838] (imputed),N
163,21039,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1q21.3,1,154449591,IL6R,IL6R,,,3570,,,rs4845625-T,rs4845625,0,4845625.0,intron_variant,0.0,0.4338,6.999999999999999e-15,14.154901959985745,,0.0395,[0.03-0.049] unit increase,Affymetrix [at least 7947838] (imputed),N
142,23708,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1q21.3,1,154449591,IL6R,IL6R,,,3570,,,rs4845625-T,rs4845625,0,4845625.0,intron_variant,0.0,0.436,6e-16,15.221848749616356,,0.0448,[0.034-0.056] unit increase,NR [8041861] (imputed),N
444,23546,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",10q24.33,10,103933886,intergenic,OBFC1 - LOC102724351,79991.0,102724351.0,,15599.0,3761.0,rs4918072-A,rs4918072,0,4918072.0,intergenic_variant,1.0,0.272,3e-09,8.522878745280337,,0.042,[0.028-0.056] unit increase,Affymetrix [7947838] (imputed),N
397,23988,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,10q24.33,10,103933886,intergenic,OBFC1 - LOC102724351,79991.0,102724351.0,,15599.0,3761.0,rs4918072-A,rs4918072,0,4918072.0,intergenic_variant,1.0,0.2713,1e-09,9.0,,0.0386,[0.026-0.051] unit increase,Affymetrix [at least 7947838] (imputed),N
0,21070,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,9p21.3,9,22098575,CDKN2B-AS1,CDKN2B-AS1,,,100048912,,,rs4977574-A,rs4977574,0,4977574.0,intron_variant,0.0,0.519,8.999999999999996e-223,222.04575749056067,,0.1788,[0.17-0.19] unit decrease,Affymetrix [at least 7947838] (imputed),N
84,4306,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",9p21.3,9,22098575,"CDKN2A, CDKN2B",CDKN2B-AS1,,,100048912,,,rs4977574-G,rs4977574,0,4977574,intron_variant,0.0,0.46,9.999999999999999e-23,22.0,,1.29,[1.23-1.36],"Affymetrix, Illumina [~ 2300000] (imputed)",N
59,4115,2011-04-11,21378988,The Coronary Artery Disease (C4D) Genetics Consortium,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378988,A genome-wide association study in Europeans and South Asians identifies five new loci for coronary artery disease.,Coronary heart disease,"8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian ancestry cases, 7,794 South Asian ancestry controls","18,049 European ancestry cases, 16,357 European ancestry controls, 3,359 South Asian ancestry cases, 2,828 South Asian ancestry controls",9p21.3,9,22098575,intergenic,CDKN2B-AS1,,,100048912,,,rs4977574-G,rs4977574,0,4977574,intron_variant,0.0,NR,2e-25,24.69897000433602,,1.2,[1.16-1.25],Illumina [574919],N
602,21292,2018-01-18,29263402,Han Y,2017-12-20,Sci Rep,www.ncbi.nlm.nih.gov/pubmed/29263402,Genome-wide association study identifies a missense variant at APOA5 for coronary artery disease in Multi-Ethnic Cohorts from Southeast Asia.,Coronary artery disease,"1,778 Chinese ancestry cases, 391 Malay ancestry cases, 5,164 Chinese ancestry controls, 2,212 Malay ancestry controls","291 Asian Indian cases, 1,848 Asian Indian controls",9p21.3,9,22098575,"CDKN2a, CDKN2B",CDKN2B-AS1,,,100048912,,,rs4977574-G,rs4977574,0,4977574.0,intron_variant,0.0,0.48,1e-07,7.0,,1.2,[1.12-1.29],Illumina [at least 5827330] (imputed),N
184,27527,2015-04-24,21239051,Reilly MP,2011-01-14,Lancet,www.ncbi.nlm.nih.gov/pubmed/21239051,Identification of ADAMTS7 as a novel locus for coronary atherosclerosis and association of ABO with myocardial infarction in the presence of coronary atherosclerosis: two genome-wide association studies.,Coronary artery disease,"1,808 European ancestry cases, 915 European ancestry controls","10,585 European ancestry cases, 6,468 European ancestry controls",9p21.3,9,22098575,"ANRIL, CDKN2A, CDKN2B",CDKN2B-AS1,,,100048912,,,rs4977574-G,rs4977574,0,4977574.0,intron_variant,0.0,0.53,5e-14,13.301029995663981,,1.3,[1.22-1.39],"Affymetrix, Illumina [> 2400000] (imputed)",N
753,44144,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,10q11.21,10,44258419,CXCL12,LINC00841 - CXCL12,283033.0,6387.0,,277154.0,33669.0,rs501120-?,rs501120,0,501120.0,downstream_gene_variant,1.0,NR,2e-06,5.698970004336019,,1.087,[1.05-1.14],Illumina [575000] (imputed),N
591,768,2008-06-16,17634449,Samani NJ,2007-07-18,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/17634449,Genomewide association analysis of coronary artery disease.,Coronary heart disease,"1,926 European ancestry cases, 2,938 European ancestry controls","875 European ancestry cases, 1,644 European ancestry controls",10q11.21,10,44258419,CXCL12,LINC00841 - CXCL12,283033.0,6387.0,,277154.0,33669.0,rs501120-T,rs501120,0,501120,downstream_gene_variant,1.0,0.87,9e-08,7.045757490560675,,1.33,[1.20-1.48],Affymetrix [377857],N
5,21017,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,6q25.3,6,160584578,LPA,LPA,,,4018,,,rs55730499-T,rs55730499,0,55730499.0,intron_variant,0.0,0.0693,9.999999999999998e-154,153.0,,0.3122,[0.29-0.34] unit increase,Affymetrix [at least 7947838] (imputed),N
4,23689,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",6q25.3,6,160584578,LPA,LPA,,,4018,,,rs55730499-T,rs55730499,0,55730499.0,intron_variant,0.0,0.069,2.9999999999999996e-154,153.52287874528034,,0.337,[0.31-0.36] unit increase,Affymetrix [7947838] (imputed),N
23,32220,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,6q25.3,6,160584578,"SLC22A3, LPAL2, LPA",LPA,,,4018,,,rs55730499-T,rs55730499,0,55730499.0,intron_variant,0.0,0.056243,5e-39,38.301029995663974,,1.37,[1.31- 1.44],"Affymetrix, Illumina [8600000] (imputed)",N
3,23801,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6q25.3,6,160584578,LPA,LPA,,,4018,,,rs55730499-T,rs55730499,0,55730499.0,intron_variant,0.0,0.0686,2.9999999999999996e-154,153.52287874528034,,0.3368,[0.31-0.36] unit increase,NR [8041861] (imputed),N
463,32210,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,15q22.33,15,67163292,SMAD3,SMAD3,,,4088,,,rs56062135-C,rs56062135,0,56062135.0,intron_variant,0.0,0.79,5e-09,8.301029995663981,(additive model),1.07,[1.05-1.10],"Affymetrix, Illumina [8600000] (imputed)",N
124,23896,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",15q22.33,15,67163292,SMAD3,SMAD3,,,4088,,,rs56062135-T,rs56062135,0,56062135.0,intron_variant,0.0,0.2191,4e-17,16.397940008672034,,0.0655,[0.05-0.081] unit decrease,NR [8041861] (imputed),N
181,4102,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",9q34.2,9,133278724,ABO,ABO - LCN1P2,28.0,653163.0,,3510.0,38781.0,rs579459-C,rs579459,0,579459,upstream_gene_variant,1.0,0.21,4e-14,13.397940008672034,,1.1,[1.07-1.13],"Affymetrix, Illumina [~ 2300000] (imputed)",N
627,44137,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,9q34.2,9,133278724,ABO,ABO - LCN1P2,28.0,653163.0,,3510.0,38781.0,rs579459-C,rs579459,0,579459.0,upstream_gene_variant,1.0,NR,2e-07,6.698970004336019,,1.1,[1.06-1.14],Illumina [575000] (imputed),N
477,23963,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,2p21,2,45669298,PRKCE,PRKCE,,,5581,,,rs582384-A,rs582384,0,582384.0,intron_variant,0.0,0.5251,8e-09,8.096910013008056,,0.0332,[0.022-0.045] unit increase,Affymetrix [at least 7947838] (imputed),N
474,23532,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",2p21,2,45669298,PRKCE,PRKCE,,,5581,,,rs582384-A,rs582384,0,582384.0,intron_variant,0.0,0.523,8e-09,8.096910013008056,,0.037000000000000005,[0.023-0.051] unit increase,Affymetrix [7947838] (imputed),N
348,4300,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",1p13.3,1,109279544,SORT1,CELSR2 - PSRC1,1952.0,84722.0,,3788.0,10.0,rs599839-A,rs599839,0,599839,downstream_gene_variant,1.0,0.78,3e-10,9.522878745280336,,1.11,[1.08-1.15],"Affymetrix, Illumina [~ 2300000] (imputed)",N
